User-ID,ISBN,Book-Rating,Book-Title,Book-Author,Location,Age
216557,9053561765,10,The Prostitution Prism,Gail Pheterson,"victoria, british columbia, canada",33.0
216557,1570628394,10,Start Where You Are : A Guide to Compassionate Living (Shambhala Classics),PEMA CHODRON,"victoria, british columbia, canada",33.0
216557,1563410591,10,S/He,Minnie Bruce Pratt,"victoria, british columbia, canada",33.0
216557,156341029X,10,Stone Butch Blues,Leslie Feinberg,"victoria, british columbia, canada",33.0
216557,0916397300,10,Beyond Definition: New Writing from Gay and Lesbian San Francisco,Marci Blackman,"victoria, british columbia, canada",33.0
216557,0767902572,10,Nerve: Literate Smut,Genevieve Field,"victoria, british columbia, canada",33.0
216557,091317503X,10,This Bridge Called My Back: Writings by Radical Women of Color,Cherrie Moraga,"victoria, british columbia, canada",33.0
258545,0520209680,10,"Mabel McKay: Weaving the Dream (Portraits of American Genius, 1)",Greg Sarris,"daly city, california, usa",-1.0
102196,3423078413,10,Die Outsider,Susan E. Hinton,"gronau (leine), niedersachsen, germany",28.0
216557,0889781974,10,Stoney Creek Woman,Bridget Moran,"victoria, british columbia, canada",33.0
216557,0889740151,10,Not Vanishing,Chrystos,"victoria, british columbia, canada",33.0
216557,0889611971,10,Resist! Essays Against a Homophobic Culture,Mona Oikawa,"victoria, british columbia, canada",33.0
216557,0862328225,10,"Staying Alive: Women, Ecology and Development",Vandana Shiva,"victoria, british columbia, canada",33.0
258550,0679723110,10,Grendel,John Champlin Gardner,"new orleans, louisiana, usa",38.0
216557,0803947887,10,Radical Feminist Therapy : Working in the Context of Violence,Bonnie Burstow,"victoria, british columbia, canada",33.0
102196,3499224615,10,Maus 1. Mein Vater kotzt Geschichte aus. Die Geschichte eines Ã?Â?berlebenden.,Art Spiegelman,"gronau (leine), niedersachsen, germany",28.0
102196,3499224623,10,Maus 2. Und hier begann mein UnglÃ?Â¼ck. Die Geschichte eines Ã?Â?berlebenden.,Art Spiegelman,"gronau (leine), niedersachsen, germany",28.0
102234,0345442822,10,Angry Housewives Eating Bon Bons (Ballantine Reader's Circle),LORNA LANDVIK,"virginia beach, virginia, usa",28.0
102564,0399150560,10,Blindside: An FBI Thriller,Catherine Coulter,"marseilles, illinois, usa",54.0
216501,0671729896,10,GOOD EARTH,Pearl S. Buck,"nashville, georgia, usa",35.0
258614,0345339703,10,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",J.R.R. TOLKIEN,"kyiv, kyiv, ukraine",-1.0
258614,0679772898,10,Thinking in Pictures: And Other Reports from My Life With Autism,Temple Grandin,"kyiv, kyiv, ukraine",-1.0
216466,0684874350,10,ANGELA'S ASHES,Frank McCourt,"castleton, vermont, usa",29.0
102275,0671014196,10,The Summerhouse,Jude Deveraux,"saint clair, michigan, usa",52.0
102275,0688177751,10,Miss Julia Speaks Her Mind : A Novel,Ann B. Ross,"saint clair, michigan, usa",52.0
216466,0515132187,10,The Villa,Nora Roberts,"castleton, vermont, usa",29.0
27363,0140350047,10,The Secret Garden (Puffin Classics),Frances Hodgson Burnett,"leicester, england, united kingdom",30.0
27363,0140311084,10,The Worst Witch (Puffin Books),Jill Murphy,"leicester, england, united kingdom",30.0
102322,3423126205,10,Die Germanistin.,Patricia Duncker,"selm, nrw, germany",54.0
258635,2080813080,10,L'invention des sciences modernes,Isabelle Stengers,"los angeles, california, usa",24.0
216466,0425191257,10,Edge of the Moon (Berkley Sensation),Rebecca York,"castleton, vermont, usa",29.0
216466,0425190714,10,Killing Moon (Berkley Sensation Contemporary Romance),Rebecca York,"castleton, vermont, usa",29.0
102329,1587884097,10,The Quiet Game,Greg Iles,"brainerd, minnesota, usa",38.0
27363,0002557029,10,Truth Is Out There the Official Guide to the X,Brian Lowry,"leicester, england, united kingdom",30.0
216466,0385504209,10,The Da Vinci Code,Dan Brown,"castleton, vermont, usa",29.0
102341,0679862137,10,Bats and Other Animals of the Night (A Random House Pictureback),Joyce Milton,"charleston, south carolina, usa",-1.0
102341,078688813X,10,Cosbyology : Essays and Observations From the Doctor of Comedy,Bill Cosby,"charleston, south carolina, usa",-1.0
27352,0553295276,10,Beauty,Sheri S. Tepper,"st. louis, missouri, usa",-1.0
27352,0553280643,10,The Gate to Women's Country,Sheri S. Tepper,"st. louis, missouri, usa",-1.0
27352,0395421128,10,Reindeer Moon,Elizabeth Marshall Thomas,"st. louis, missouri, usa",-1.0
27352,037541309X,10,Balzac and the Little Chinese Seamstress,Dai Sijie,"st. louis, missouri, usa",-1.0
27352,0374518653,10,The Collected Stories of Colette,Robert G. Phelps,"st. louis, missouri, usa",-1.0
27352,0060959037,10,Prodigal Summer: A Novel,Barbara Kingsolver,"st. louis, missouri, usa",-1.0
27352,0060930535,10,The Poisonwood Bible: A Novel,Barbara Kingsolver,"st. louis, missouri, usa",-1.0
258614,0142001686,10,When Character Was King: A Story of Ronald Reagan,Peggy Noonan,"kyiv, kyiv, ukraine",-1.0
27366,0486264696,10,Hedda Gabler (Dover Thrift Editions),Henrik Ibsen,"tallahassee, florida, usa",35.0
102275,0446600342,10,Where There's Smoke,Sandra Brown,"saint clair, michigan, usa",52.0
102275,0142002712,10,Miss Julia Throws a Wedding,Ann B. Ross,"saint clair, michigan, usa",52.0
216501,0515131229,10,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,"nashville, georgia, usa",35.0
102262,0872860175,10,Howl and Other Poems (Pocket Poets),Allen Ginsberg,"salisbury, north carolina, usa",19.0
216501,0399146296,10,Sarah's Window,Janice Graham,"nashville, georgia, usa",35.0
102275,0066620996,10,Good to Great: Why Some Companies Make the Leap... and Others Don't,Jim Collins,"saint clair, michigan, usa",52.0
102275,014025448X,10,At Home in Mitford (The Mitford Years),Jan Karon,"saint clair, michigan, usa",52.0
102275,0140254544,10,A Light in the Window (The Mitford Years),Jan Karon,"saint clair, michigan, usa",52.0
102275,0140257934,10,"These High, Green Hills (The Mitford Years)",Jan Karon,"saint clair, michigan, usa",52.0
102275,0140265686,10,Out to Canaan (The Mitford Years),Jan Karon,"saint clair, michigan, usa",52.0
102275,0140270590,10,A New Song (Mitford Years (Paperback)),Jan Karon,"saint clair, michigan, usa",52.0
102275,0142000345,10,"A Common Life: The Wedding Story (Beloved Mitford, No. 6)",Jan Karon,"saint clair, michigan, usa",52.0
102275,0142000892,10,Miss Julia Takes over,Ann B. Ross,"saint clair, michigan, usa",52.0
216501,0061099341,10,As the Crow Flies,Jeffrey Archer,"nashville, georgia, usa",35.0
102275,0446391069,10,Leadership Secrets of Attila the Hun,Wess Roberts,"saint clair, michigan, usa",52.0
216495,0849956242,10,Grace For The Moment,Max Lucado,"oshkosh, wisconsin, usa",52.0
258590,186450062X,10,Lonely Planet Unpacked,Tony Wheeler,"perth, western australia, australia",39.0
216495,0842384065,10,Soon,Jerry B. Jenkins,"oshkosh, wisconsin, usa",52.0
216495,0446364193,10,Along Came a Spider (Alex Cross Novels),James Patterson,"oshkosh, wisconsin, usa",52.0
216495,0316693200,10,2nd Chance,James Patterson,"oshkosh, wisconsin, usa",52.0
216495,0316603570,10,3rd Degree,James Patterson,"oshkosh, wisconsin, usa",52.0
216466,0843944498,10,Hungry Eyes,Barry Hoffman,"castleton, vermont, usa",29.0
258534,140004538X,10,Sins of the Seventh Sister,Huston Curtiss,"mcqueeney, texas, usa",32.0
216600,0671461494,10,The Hitchhiker's Guide to the Galaxy,Douglas Adams,"west henrietta, new york, usa",-1.0
102154,1852305657,10,The Little Book of Arthurian Wisdom (Element's Lttle Book Series),John Matthews,"salem, oregon, usa",-1.0
27472,0345384466,10,The Witching Hour (Lives of the Mayfair Witches),ANNE RICE,"bountiful, utah, usa",41.0
102154,0060168218,10,A Medieval Book of Seasons,Marie Collins,"salem, oregon, usa",-1.0
102154,0062511327,10,A Book of Hours,T. Tolley,"salem, oregon, usa",-1.0
102154,007882401X,10,The King's Quest Companion,Peter Spear,"salem, oregon, usa",-1.0
102154,0091774810,10,Gospels Book of Days,House Random,"salem, oregon, usa",-1.0
258534,0689848749,10,The Charles Addams Mother Goose,Charles Addams,"mcqueeney, texas, usa",32.0
27472,0316666343,10,The Lovely Bones: A Novel,Alice Sebold,"bountiful, utah, usa",41.0
102154,0156001314,10,The Name of the Rose: including Postscript to the Name of the Rose,Umberto Eco,"salem, oregon, usa",-1.0
27472,0312199430,10,One Thousand White Women : The Journals of May Dodd: A Novel,Jim Fergus,"bountiful, utah, usa",41.0
102154,0300072686,10,The Illustrated Jesus Through the Centuries,Jaroslav Pelikan,"salem, oregon, usa",-1.0
102154,0307108899,10,A Garth Williams Treasury of Best-Loved Golden Books,Garth Williams,"salem, oregon, usa",-1.0
102154,0307240533,10,Birds (Golden Guides),Herbert S. Zim,"salem, oregon, usa",-1.0
102154,0316922366,10,The West: An Illustrated History,Geoffrey C. Ward,"salem, oregon, usa",-1.0
102154,0345362632,10,Once upon a Time: A Treasury of Modern Fairy Tales,Lester Del Rey,"salem, oregon, usa",-1.0
102154,0380713330,10,Animal Liberation,Peter Singer,"salem, oregon, usa",-1.0
102154,0393046338,10,The Republic of Dreams: A Reverie,G. Garfield Crimmins,"salem, oregon, usa",-1.0
27472,0064472272,10,"Angus, Thongs and Full-Frontal Snogging: Confessions of Georgia Nicolson",Louise Rennison,"bountiful, utah, usa",41.0
102154,039526619X,10,A Field Guide to the Birds: Of Eastern and Central North America,Roger Tory Peterson,"salem, oregon, usa",-1.0
102154,0395669219,10,"Encyclopedia of North American Indians : Native American History, Culture, and Life From Paleo-Indians to the Present",Frederick E. Hoxie,"salem, oregon, usa",-1.0
102154,0517031523,10,Poems of Inspiration &amp; Comfort,Gail Harvey,"salem, oregon, usa",-1.0
27472,0060928336,10,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,"bountiful, utah, usa",41.0
102154,0517031531,10,Poems of Friendship : New Poetry,Gail Harvey,"salem, oregon, usa",-1.0
102154,0517053233,10,New Poetry Series : Poems of Flowers,Gail Harvey,"salem, oregon, usa",-1.0
27470,0425104346,10,Darkfall,Dean R. Koontz,"sooke, british columbia, canada",19.0
102154,0517053241,10,New Poetry Series : Poems of Creatures Large &amp; Small,Gail Harvey,"salem, oregon, usa",-1.0
216602,0743418174,10,Good in Bed,Jennifer Weiner,"bridgeton, missouri, usa",-1.0
216602,0743436210,10,Hearts in Atlantis,Stephen King,"bridgeton, missouri, usa",-1.0
102136,0446612537,10,Open and Shut,David Rosenfelt,"corona, california, usa",55.0
27472,0440219078,10,The Giver (21st Century Reference),LOIS LOWRY,"bountiful, utah, usa",41.0
216670,0060928336,10,Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,"pensacola, florida, usa",-1.0
102060,0312420048,10,Pages for You : A Novel,Sylvia Brownrigg,"chapel hill, north carolina, usa",-1.0
216643,0786868716,10,The Five People You Meet in Heaven,Mitch Albom,"pacific palisades, california, usa",56.0
102091,0385334230,10,Slapstick : Or Lonesome No More!,KURT VONNEGUT,"santa rosa, california, usa",-1.0
258534,0671001795,10,Two for the Dough,Janet Evanovich,"mcqueeney, texas, usa",32.0
102110,0440206154,10,Red Dragon,Thomas Harris,"huber heights, ohio, usa",24.0
102110,0930323114,10,Deaf Like Me,Thomas S. Spradley,"huber heights, ohio, usa",24.0
258534,067102731X,10,Every Dead Thing,John Connolly,"mcqueeney, texas, usa",32.0
27472,0446310786,10,To Kill a Mockingbird,Harper Lee,"bountiful, utah, usa",41.0
27472,0440498058,10,A Wrinkle In Time,MADELEINE L'ENGLE,"bountiful, utah, usa",41.0
258534,0671727796,10,The Color Purple,Alice Walker,"mcqueeney, texas, usa",32.0
102132,0425154637,10,The Eagle Catcher (Arapaho Indian Mysteries),Margaret Coel,"lincoln, nebraska, usa",59.0
102129,0743216458,10,"Band of Brothers : E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,"plymouth, michigan, usa",29.0
102129,0807002178,10,Belfast Diary: War As a Way of Life,John Conroy,"plymouth, michigan, usa",29.0
27472,0425179672,10,The River King,Alice Hoffman,"bountiful, utah, usa",41.0
27472,0425129586,10,And Then There Were None,Agatha Christie,"bountiful, utah, usa",41.0
102130,0312962444,10,The Judgment (Judgement),William J Coughlin,"jefferson city, missouri, usa",39.0
102130,038073267X,10,Sacred and Profane (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman,"jefferson city, missouri, usa",39.0
102130,0380787075,10,Fear of Frying (Jane Jeffry Mysteries (Paperback)),Jill Churchill,"jefferson city, missouri, usa",39.0
102130,0380787423,10,Dust,Charles R. Pellegrino,"jefferson city, missouri, usa",39.0
102130,078688908X,10,Chain of Evidence,Ridley Pearson,"jefferson city, missouri, usa",39.0
27472,0374480095,10,Tuck Everlasting,Natalie Babbitt,"bountiful, utah, usa",41.0
102154,0517081407,10,A Host of Angels,Gail Harvey,"salem, oregon, usa",-1.0
102154,0517570211,10,"Memories of Childhood: Old-Fashioned Rhymes, Poems, Recipes and Songs",Barbara Milo Ohrbach,"salem, oregon, usa",-1.0
102154,0517657538,10,An Illustrated Life of Jesus,WARNER A. HUTCHINSON,"salem, oregon, usa",-1.0
102154,081180464X,10,Chivalry: The Path of Love (Medieval Wisdom),C. J. McKnight,"salem, oregon, usa",-1.0
102154,0811804739,10,Alchemy: The Art of Knowing (Medieval Wisdom),C. J. McKnight,"salem, oregon, usa",-1.0
102154,0811804844,10,Mysticism: The Experience of the Divine : Medieval Wisdom (Little Wisdom Library),C. J. McKnight,"salem, oregon, usa",-1.0
102154,0811805492,10,"Saints: A Visual Almanac of the Virtuous, Pure, Praiseworthy, and Good",Tom Morgan,"salem, oregon, usa",-1.0
102154,0811808076,10,Yanomami: Masters of the Spirit World (Little Wisdom Library/Tribal Wisdom),Paul Henley,"salem, oregon, usa",-1.0
102154,0811808319,10,Maasai: People of Cattle (Little Wisdom Library/Tribal Wisdom),David M. Anderson,"salem, oregon, usa",-1.0
102154,0811808343,10,Lardil: Keepers of the Dreamtime (Little Wisdom Library/Tribal Wisdom),David McKnight,"salem, oregon, usa",-1.0
102154,0821215876,10,Medieval Woman : An Illuminated Book of Days,Sally Fox,"salem, oregon, usa",-1.0
102154,0821221736,10,Saints: A Book of Days,Metropolitan Museum of Art,"salem, oregon, usa",-1.0
102154,0821221795,10,Medieval Cats,Susan Herbert,"salem, oregon, usa",-1.0
102154,0847812472,10,Medieval Gardens: A Book of Days,Kevin Crossley-Holland,"salem, oregon, usa",-1.0
102154,0849959683,10,The Thornbush,Michael Laughlin,"salem, oregon, usa",-1.0
102154,0811801802,10,Sabine's Notebook: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Continues,Nick Bantock,"salem, oregon, usa",-1.0
102154,0877017883,10,Griffin &amp; Sabine: An Extraordinary Correspondence,Nick Bantock,"salem, oregon, usa",-1.0
102154,0881622982,10,Wordsworth (A Salem House pocket poet),William Wordsworth,"salem, oregon, usa",-1.0
102154,0890875081,10,Animalia,Barbara Berger,"salem, oregon, usa",-1.0
102154,0894801996,10,Chocolate: The Consuming Passion,Sandra Boynton,"salem, oregon, usa",-1.0
102154,0895266385,10,The Quiet Eye: A Way of Looking at Pictures,Sylvia Judson,"salem, oregon, usa",-1.0
102154,0912800925,10,"Back to Eden: A human interest story of health and restoration to be found in herb, root, and bark",Jethro Kloss,"salem, oregon, usa",-1.0
102154,0941434206,10,Love : A Celebration in Art &amp; Literature,Jane Lahr,"salem, oregon, usa",-1.0
102154,0945703007,10,The Slaughter of Terrified Beasts: A Biblical Basis for the Humane Treatment of Animals,J.R. Hyland,"salem, oregon, usa",-1.0
102154,1555844340,10,18th Century Lovers: A Book of Days,Pheobe Phillips,"salem, oregon, usa",-1.0
102154,1558591338,10,The Medieval Menagerie: Animals in the Art of the Middle Ages,Janetta Rebold Benton,"salem, oregon, usa",-1.0
102154,157324094X,10,Peaceful Kingdom: Random Acts of Kindness by Animals,Stephanie Laland,"salem, oregon, usa",-1.0
102154,0811802981,10,The Golden Mean: In Which the Extraordinary Correspondence of Griffin &amp; Sabine Concludes,Nick Bantock,"salem, oregon, usa",-1.0
102154,0810919397,10,Animalia Midi,Graeme Base,"salem, oregon, usa",-1.0
102154,0517692007,10,Poems of Love,Gail Harvey,"salem, oregon, usa",-1.0
102154,0745917437,10,The Tale of Three Trees: A Traditional Folktale,Angela Elwell Hunt,"salem, oregon, usa",-1.0
102154,0517692015,10,Poems of Childhood : New Poetry,Gail Harvey,"salem, oregon, usa",-1.0
102154,0517692023,10,New Poetry Series : Poems of Nature,Gail Harvey,"salem, oregon, usa",-1.0
102154,0563387920,10,Life of Birds,David Attenborough,"salem, oregon, usa",-1.0
102154,0670100110,10,The Encyclopedia of the Middle Ages,Norman F. Cantor,"salem, oregon, usa",-1.0
102154,0670845558,10,Spiritual Illuminations: Meditations for Inner Growth (Viking Studio Book),Peg Streep,"salem, oregon, usa",-1.0
102154,0670868043,10,The American Heritage New History of the Civil War: New History of the Civil War,Bruce Catton,"salem, oregon, usa",-1.0
102154,0670870218,10,Liberty!: The American Revolution,Thomas Fleming,"salem, oregon, usa",-1.0
102154,0679454500,10,Lewis &amp; Clark : The Journey of the Corps of Discovery,KENNETH BURNS,"salem, oregon, usa",-1.0
102154,0681417714,10,Love Potions,Julia Jones,"salem, oregon, usa",-1.0
102154,0681417722,10,Love Tokens,Julia Jones,"salem, oregon, usa",-1.0
102154,0689809565,10,A Family Treasury of Prayers,Frances Lincoln,"salem, oregon, usa",-1.0
102154,0761520694,10,Might and Magic VII: For Blood and Honor: Prima's Official Strategy Guide,Tom Ono,"salem, oregon, usa",-1.0
102154,0810908514,10,The Eleventh Hour: A Curious Mystery,Graeme Base,"salem, oregon, usa",-1.0
102154,0781408369,10,Picture Bible: Story Book Edition,Iva Hoth,"salem, oregon, usa",-1.0
102154,078354751X,10,Skywatching (Nature Company Guide),David H. Levy,"salem, oregon, usa",-1.0
102154,0783547528,10,Birding (Nature Company Guide),Joseph Michael Forshaw,"salem, oregon, usa",-1.0
102154,0802850804,10,Pilgrim's Progress: A Retelling,John Bunyan,"salem, oregon, usa",-1.0
102154,0805010939,10,The Epistles of St. Paul/in the Authorized Version,D. Fordham,"salem, oregon, usa",-1.0
102154,0805022848,10,The Book of Common Prayer,Century Hutchinson,"salem, oregon, usa",-1.0
102154,0805031278,10,Fairy Tales (Henry Holt Little Classics),Jacob Grimm,"salem, oregon, usa",-1.0
102154,0805031693,10,The Bible: Old Testament : Illustrated Selections,LLC Henry Holt &amp; Company,"salem, oregon, usa",-1.0
102154,0805041257,10,The Bible: New Testament : Illustrated Selections,Joanne Cracknell,"salem, oregon, usa",-1.0
27462,081673691X,10,You Can Never Go Home Again,Dyan Sheldon,"lima, ohio, usa",-1.0
102154,080504843X,10,Traditional Hymns,LLC Henry Holt &amp; Company,"salem, oregon, usa",-1.0
27352,0060921145,10,Animal Dreams,Barbara Kingsolver,"st. louis, missouri, usa",-1.0
102349,0060182563,10,Underboss: Sammy the Bull Gravano's Story of Life in the Mafia,Peter Maas,"orrington, maine, usa",-1.0
27349,0316769487,10,The Catcher in the Rye,J.D. Salinger,"san francisco, california, usa",-1.0
102359,0883962802,10,For a Special Teenager,Susan Polis Schutz,"springfield, oregon, usa",-1.0
102359,0895774283,10,Garden Planning (Rd Home Handbooks),John Brookes,"springfield, oregon, usa",-1.0
102359,0898211123,10,We Pulled Together...and Won,Deb Mulvey,"springfield, oregon, usa",-1.0
27204,0449213943,10,All Quiet on the Western Front,Erich Maria Remarque,"auburndale, florida, usa",18.0
27204,0449005909,10,Nightshade,John Saul,"auburndale, florida, usa",18.0
27204,0425119920,10,Strangers,Dean R. Koontz,"auburndale, florida, usa",18.0
27204,0425104346,10,Darkfall,Dean R. Koontz,"auburndale, florida, usa",18.0
102359,093753921X,10,Five Important Things,Jim Paluch,"springfield, oregon, usa",-1.0
102359,0937539481,10,The Ultimate Gift,Jim Stovall,"springfield, oregon, usa",-1.0
102359,0938716425,10,Reject Me I Love It,John Fuhrman,"springfield, oregon, usa",-1.0
102359,0963176625,10,How to Turbocharge You: 6 Steps to Tap Your Potential,Larry W. Dennis,"springfield, oregon, usa",-1.0
102359,0965533506,10,Throw Away the Crutches,James Floor,"springfield, oregon, usa",-1.0
102359,096582070X,10,The Foundation of Leadership: Enduring Principles to Govern Our Lives,Strom Thurmond,"springfield, oregon, usa",-1.0
102359,1558539875,10,God Bless the U.S.A.,Lee Greenwood,"springfield, oregon, usa",-1.0
102359,1558580093,10,The Rainbow Fish,Marcus Pfister,"springfield, oregon, usa",-1.0
102359,1564143406,10,There Are No Limits: Breaking the Barriers in Personal High Performance,Danny Cox,"springfield, oregon, usa",-1.0
102359,1564586146,10,Encyclopedia of the Horse,Elwyn Hartley Edwards,"springfield, oregon, usa",-1.0
102359,1566195438,10,Three Musketeers,Alexandre Dumas,"springfield, oregon, usa",-1.0
102359,1886893004,10,Homeopathy Beyond Flat Earth Medicine,Timothy R. Dooley,"springfield, oregon, usa",-1.0
102359,1891279025,10,Dreambiz.Com,Burke Hedges,"springfield, oregon, usa",-1.0
102359,1891279041,10,Pro-sumer Power!,Bill Quain,"springfield, oregon, usa",-1.0
102359,0895656973,10,"Yes, No, Little Hippo (Magic Castle Readers Health and Safety)",Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656965,10,"Smile, Says Little Crocodile (Magic Castle Readers Health and Safety)",Jane Belk Moncure,"springfield, oregon, usa",-1.0
27212,1589392086,10,Celia: A Haunting Mystery,S. L. Cullars,"chicago, illinois, usa",37.0
102359,0895656817,10,Apes Find Shapes (Magic Castle Readers Math),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0887231195,10,Healing Unlimited,Boardroom's Experts &amp;,"springfield, oregon, usa",-1.0
102359,089565671X,10,A Dragon in a Wagon (Magic Castle Readers Language Arts),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656728,10,A Wish-For Dinosaur,Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656736,10,Away Went the Farmer's Hat (Magic Castle Readers Language Arts),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656744,10,Mr. Doodle Had a Poodle (Magic Castle Readers Language Arts),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656752,10,Polka-Dot Puppy (Magic Castle Readers Language Arts),Jane B. Moncure,"springfield, oregon, usa",-1.0
102359,0895656760,10,A Pocketful of Pets (Magic Castle Readers Science),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656779,10,Butterfly Express (Magic Castle Readers Science),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656787,10,Here We Go 'Round the Year (Magic Castle Readers Science),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656795,10,Ice Cream Cows and Mitten Sheep (Magic Castle Readers Science),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656809,10,Where Is Baby Bear? (Magic Castle Readers Science),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656825,10,Biggest Snowball of All (Magic Castle Readers Math),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656957,10,Rabbit's Habits (Magic Castle Readers Health and Safety),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656833,10,How Many Ways Can You Cut a Pie? (Magic Castle Readers Math),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,089565685X,10,One Tricky Monkey Up on Top (Magic Castle Readers Math),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656868,10,Mousekin's Special Day,Jane Belk Moncure,"springfield, oregon, usa",-1.0
27216,0413526402,10,Families and How to Survive Them,Robin Skynner,"bournemouth, england, united kingdom",56.0
102359,0895656876,10,What Can We Play Today? (Magic Castle Readers Social Science),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656884,10,What Do You Do With a Grumpy Kangaroo? (Magic Castle Readers Social Science),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656892,10,What Do You Say When a Monkey Acts This Way? (Magic Castle Readers Social Science),Jane Belk Moncure,"springfield, oregon, usa",-1.0
102359,0895656930,10,Nanny Goat's Boat (Magic Castle Readers Creative Arts),Jane Belk Moncure,"springfield, oregon, usa",-1.0
27212,1931768269,10,The Protector,Dawn Walker,"chicago, illinois, usa",37.0
216466,0060514930,10,"Dead Ringer (Scottoline, Lisa)",Lisa Scottoline,"castleton, vermont, usa",29.0
216444,0786865482,10,"Life Strategies: Doing What Works, Doing What Matters",Phillip C. McGraw,"nunspeet, gelderland, netherlands",57.0
216444,0718112164,10,The dictionary of garden plants in colour with house and greenhouse plants,Roy Hay,"nunspeet, gelderland, netherlands",57.0
216444,0704331128,10,Neill! Neill! Orange Peel!,A. S. Neill,"nunspeet, gelderland, netherlands",57.0
216444,0811201090,10,Colossus of Maroussi,Henry Miller,"nunspeet, gelderland, netherlands",57.0
216444,067169507X,10,SEAT OF THE SOUL,Gary Zukav,"nunspeet, gelderland, netherlands",57.0
216444,0671679449,10,The Silva Mind Control Method for Getting Help from Your Other Side,Jose Silva,"nunspeet, gelderland, netherlands",57.0
102549,0345368754,10,Foucault's Pendulum,Umberto Eco,"oklahoma city, oklahoma, usa",34.0
102555,0316601950,10,The Pilot's Wife : A Novel,Anita Shreve,"decatur, texas, usa",31.0
102555,0449911004,10,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,"decatur, texas, usa",31.0
102555,0740719890,10,The Incredible Truth About Motherhood,Bradley Trevor Greive,"decatur, texas, usa",31.0
216444,0671474200,10,WHITE ALBUM,Joan Didion,"nunspeet, gelderland, netherlands",57.0
102564,0316603287,10,The Lake House,James Patterson,"marseilles, illinois, usa",54.0
102564,0316969680,10,The Beach House,James Patterson,"marseilles, illinois, usa",54.0
27149,0471118494,10,The Html Sourcebook,Ian S. Graham,"detroit, michigan, usa",49.0
102564,0345458915,10,The Sinner,TESS GERRITSEN,"marseilles, illinois, usa",54.0
216444,0811201082,10,The Books in My Life,Henry Miller,"nunspeet, gelderland, netherlands",57.0
216444,0811201120,10,Henry Miller on Writing (New Directions Paperbook),Henry Miller,"nunspeet, gelderland, netherlands",57.0
216455,0142001805,10,The Eyre Affair: A Novel,Jasper Fforde,"pittsburgh, pennsylvania, usa",37.0
102488,0898865042,10,Adventure Cycling in Northern California: Best Tour and Mountain Bike Rides,The Adventure Cycling Association,"natick, maine, usa",46.0
258690,0345350499,10,The Mists of Avalon,MARION ZIMMER BRADLEY,"calgary, alberta, canada",-1.0
102386,0060233346,10,Walk Two Moons (Newbery Medal Book),Sharon Creech,"santa ana, california, usa",12.0
102413,0345336976,10,Without Feathers,Woody Allen,"duesseldorf, nrw, germany",26.0
102413,0374100128,10,The Corrections (Oprah Edition),Jonathan Franzen,"duesseldorf, nrw, germany",26.0
102414,0451175123,10,The Fountainhead,Ayn Rand,"edmonton, alberta, canada",26.0
102416,067100767X,10,Rain,V.C. Andrews,"willow grove, pennsylvania, usa",19.0
102429,0345348036,10,The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure,WILLIAM GOLDMAN,"beaverton, oregon, usa",37.0
102430,0440431808,10,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,"portage, wisconsin, usa",37.0
102467,0972761233,10,"\You'll Never Nanny in This Town Again!\"": The Adventures and Misadventures of a Hollywood Nanny""",Suzanne Hansen,"beaverton, oregon, usa",36.0
102468,0060196122,10,Veronika Decides to Die,Paulo Coelho,"venice, california, usa",32.0
102488,0380726289,10,"Darkness, Take My Hand (Patrick Kenzie/Angela Gennaro Novels)",Dennis Lehane,"natick, maine, usa",46.0
